DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,811,9,945,1,685,46.12551551669384,60.07394234348129,578.8005421398249
20240728,369,9,757,14,134,9.626502361019412,9.085957025311357,115.28754061366922
20240728,281,9,121,20,935,31.1929502390248,47.551321858232676,856.2557279027425
20240728,997,9,665,16,157,3.2049559681136834,22.837101736848684,130.95794229503764
20240728,120,9,289,10,895,48.806601881844024,67.45776366888225,778.7356344492737
20240728,858,9,145,11,253,5.369623197370814,18.874770657005165,228.75560614562403
20240728,806,9,38,14,968,134.47472871530368,74.18782373299901,759.3374475516973
20240728,133,9,596,8,663,76.85505292498155,76.34268924073105,509.8022578342874
20240728,845,9,453,11,544,41.658841017654474,69.20792473118038,433.13323425116516
20240728,785,9,401,2,165,17.401034543647256,9.307948439057625,138.29101701729513
20240728,848,9,977,11,161,12.477998086817468,15.196846997965421,133.32515491521713
20240728,799,9,472,10,169,21.43391310616168,22.633823051044086,124.93226384279424
20240728,378,9,737,20,225,14.413072716454025,14.879887098550023,195.70704018499595
20240728,700,9,960,10,361,38.791865332979256,23.146743301464674,299.06139136555606
20240728,736,9,748,4,788,45.455408103590415,66.55087988769758,675.993712008712
20240728,629,9,938,2,729,86.67097291370057,39.58965283764824,602.7393742486512
20240728,509,9,685,1,658,90.86658410294909,82.46915511120322,484.66426078584766
20240728,979,9,437,10,197,4.369102894594377,15.412987717609447,177.21790938779617
20240728,375,9,834,11,885,119.39261504497466,81.47255321027937,684.134831744746
20240728,597,9,659,3,533,24.158415408598355,67.50945279783646,441.33213179356517
20240728,726,9,410,15,697,69.66743389256915,67.8899497756398,559.442616331791
20240728,668,9,501,11,146,9.682374816624838,14.373157124561114,121.94446805881404
20240728,469,9,952,20,581,55.38373717853466,43.17452474805865,482.44173807340667
20240728,99,9,954,18,245,35.821903232004146,29.66638379967434,179.51171296832152
20240728,243,9,416,12,221,22.924451897162374,22.454266927645158,175.62128117519245
20240728,830,9,215,11,376,13.326524167778672,54.12947951715255,308.5439963150688
20240728,510,9,572,18,744,51.3160985768091,70.2543911607653,622.4295102624257
20240728,958,9,871,1,964,52.234107411253525,87.3971072819538,824.3687853067927
20240728,843,9,6,11,448,36.52365449035365,45.279581787203306,366.19676372244305
20240728,33,9,869,15,435,51.36660377607894,46.386608908996635,337.2467873149244
20240728,303,9,170,12,133,6.05748643841555,17.064082202532,109.87843135905246
20240728,919,9,940,19,400,28.891052995777134,59.955060522780435,311.15388648144244
