DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,14,17,149,5,158,8.209182480988384,19.311240029164605,130.479577489847
20240728,104,17,559,20,675,88.09179888018416,63.585551254175826,523.32264986564
20240728,546,17,611,2,615,16.551046714085906,49.838843326065685,548.6101099598484
20240728,26,17,677,4,526,11.180419617747681,44.264983060814984,470.5545973214373
20240728,290,17,155,14,768,22.702016497346968,59.67303587915991,685.6249476234931
20240728,732,17,228,7,551,61.912312860584365,69.87353748749474,419.2141496519209
20240728,19,17,4,9,775,80.38190597485355,66.5491213567419,628.0689726684045
20240728,630,17,385,3,889,80.05435092560545,81.13443199448139,727.8112170799131
20240728,287,17,675,8,358,51.93181171729289,22.175570234828328,283.8926180478788
20240728,260,17,239,10,343,48.60029820468015,31.144890701850905,263.25481109346896
20240728,810,17,889,11,785,117.34035945614973,56.56184327353485,611.0977972703154
20240728,962,17,986,6,882,88.43965159218257,67.840178881394,725.7201695264234
20240728,117,17,160,1,846,51.14558576411345,109.68396755190456,685.1704466839819
20240728,92,17,778,2,536,26.978997677825834,27.771673792257864,481.2493285299163
20240728,385,17,882,20,191,26.066644417615386,15.473019046661465,149.46033653572314
20240728,824,17,315,3,533,16.20764754700212,69.03652226692245,447.7558301860754
20240728,612,17,628,10,759,83.50409186078443,70.4421716746417,605.0537364645738
20240728,875,17,522,14,808,91.96559123437494,44.59114735684841,671.4432614087766
20240728,920,17,58,4,571,17.660046816501865,71.86075990041827,481.4791932830799
20240728,478,17,475,7,477,61.261049655389954,42.909895045304346,372.8290552993057
20240728,945,17,17,17,969,20.342657057347832,76.07853815213964,872.5788047905125
20240728,885,17,365,18,642,49.974672408085674,67.82190759051174,524.2034200014026
20240728,202,17,548,18,500,67.93017005604494,68.14623622587312,363.9235937180819
20240728,385,17,703,14,784,72.99212726099763,69.05669911191457,641.9511736270878
20240728,612,17,505,4,442,52.07769191618153,54.97862074281882,334.94368734099965
20240728,987,17,83,5,990,80.42186616266548,72.92880550329559,836.649328334039
20240728,697,17,707,16,737,105.03360636695236,74.82972360234606,557.1366700307016
20240728,168,17,722,12,608,35.71811851235422,44.88772628806956,527.3941551995762
20240728,724,17,711,18,728,62.86720099386532,93.05544949724532,572.0773495088894
20240728,634,17,513,6,795,27.708810743767923,97.88799055093932,669.4031987052928
20240728,838,17,46,20,375,35.7637365287754,40.18600833639086,299.0502551348337
20240728,182,17,346,18,279,13.39653064094567,20.042752193946498,245.56071716510783
20240728,864,17,30,18,202,23.903499168088352,15.482311088820655,162.614189743091
20240728,728,17,335,6,432,26.300464955551732,63.10932240819755,342.5902126362507
20240728,926,17,454,10,563,54.77219447462977,80.50859651262121,427.71920901274905
20240728,578,17,509,15,964,129.50099574229506,73.03559101513717,761.4634132425678
20240728,162,17,275,18,129,9.987455540344953,18.266098082660562,100.74644637699448
20240728,964,17,96,16,552,74.10703863367351,33.0601920718854,444.83276929444105
20240728,142,17,191,10,909,39.9727054786435,135.93148561176656,733.09580890959
20240728,71,17,147,12,592,58.7419165570169,48.246558760503426,485.01152468247966
20240728,128,17,468,3,701,64.12670449567545,72.60251147990647,564.270784024418
20240728,820,17,983,10,167,17.73960954736764,17.479450074913423,131.78094037771893
20240728,169,17,410,5,212,10.535521241143659,24.511252151331455,176.95322660752487
20240728,878,17,819,16,776,23.795452832138405,95.27828003273328,656.9262671351283
20240728,258,17,226,12,282,29.88931787192016,36.59201633690276,215.51866579117709
20240728,184,17,824,9,989,39.57073524358852,94.99960016955843,854.429664586853
20240728,15,17,720,7,694,94.06221161938232,59.77963897928457,540.158149401333
20240728,258,17,620,14,735,88.31951793557575,51.42706087558971,595.2534211888345
20240728,870,17,388,18,147,13.949395716121598,20.983207804585703,112.0673964792927
20240728,337,17,951,16,358,34.16369243990492,19.59517282506588,304.2411347350292
20240728,314,17,96,12,811,60.73835418233814,45.077230110070175,705.1844157075917
20240728,582,17,469,1,998,28.380256659522328,141.0077264123744,828.6120169281032
20240728,394,17,239,11,467,61.915459319257955,28.600620008311452,376.4839206724306
20240728,313,17,597,7,405,36.36347470735683,23.29515614287343,345.3413691497697
20240728,40,17,282,4,235,16.136161862379808,32.24390872568379,186.6199294119364
20240728,818,17,829,16,845,18.37166289895732,83.90276384858112,742.7255732524616
20240728,997,17,673,15,434,61.634139029930125,34.601362592633116,337.7644983774368
20240728,678,17,96,18,988,112.81763260265187,124.24750687507006,750.9348605222781
20240728,381,17,548,19,876,106.23162533110934,111.20291906351105,658.5654556053796
20240728,810,17,615,4,953,132.9456687859664,48.75877123779434,771.2955599762392
20240728,908,17,941,13,470,65.2294688615614,64.33748934881491,340.4330417896237
20240728,888,17,239,11,277,23.92439267508421,26.24060267203354,226.83500465288225
20240728,615,17,377,3,696,73.53093170279215,91.15742975771697,531.3116385394909
20240728,177,17,889,13,792,77.1109225376657,43.40241085797708,671.4866666043572
20240728,839,17,653,14,234,25.35635037887654,21.73865323195615,186.9049963891673
20240728,340,17,947,9,858,56.89425338030662,57.913702346590036,743.1920442731033
20240728,454,17,879,12,879,130.76964860356938,125.29239827101088,622.9379531254198
20240728,819,17,617,19,371,15.41311327702631,31.736422040396032,323.85046468257764
20240728,511,17,208,18,391,37.995551266744904,21.087119699730522,331.9173290335246
20240728,626,17,443,7,105,7.073972386480456,7.064892886811623,90.86113472670792
20240728,337,17,59,3,122,17.023792114132803,12.273471415657843,92.70273647020935
20240728,381,17,502,6,535,65.97087083905515,80.23817069581663,388.7909584651282
20240728,725,17,281,10,552,62.501802127808524,43.77598672091596,445.72221115127553
20240728,240,17,252,18,983,140.07045561147115,83.78626876841332,759.1432756201156
20240728,441,17,110,3,301,18.57531901854983,24.26634340733518,258.15833757411497
20240728,505,17,507,10,756,97.4622946562869,93.75997786366771,564.7777274800453
20240728,209,17,140,16,985,31.819752321526213,92.9565749541978,860.223672724276
20240728,949,17,915,6,726,90.47113221611181,91.61990748716543,543.9089602967227
20240728,895,17,314,11,636,47.18554941851463,85.15674475031001,503.65770583117535
20240728,717,17,382,2,428,63.04338465346137,32.53101641748911,332.4255989290495
